acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,time_elapsed,rocket_state,rssi,signal_to_noise
770,556,-90,4690,-3780,-34650,76,1,-34,11.0
629,488,-152,-490,4270,45010,77,1,-34,11.0
806,614,-200,2310,0,27580,78,1,-34,11.0
811,555,-238,-3080,-1050,22400,79,1,-35,11.0
695,578,-88,10080,-5110,-840,80,1,-32,11.0
700,623,-202,70,5600,-13790,81,1,-33,11.0
694,627,-105,-3010,-5810,21420,82,1,-40,11.0
643,606,-289,1190,-2730,-7280,83,1,-31,11.0
564,632,-321,3430,-1540,26460,84,1,-39,11.0
650,634,-328,-2730,630,5740,85,1,-37,11.0
608,659,-193,3430,-5040,21910,86,1,-38,12.0
692,687,-343,-4340,1190,-7000,87,1,-38,11.0
691,570,-221,4200,980,19950,88,1,-37,11.0
682,701,-264,-420,5180,-2450,89,1,-33,11.0
181,1000,-88,-3640,6230,-71680,90,1,-33,10.0
138,723,-77,2380,-3010,22190,91,1,-32,10.0
338,1330,-154,-2590,1050,36750,92,1,-33,11.0
259,747,-75,-8330,-490,-37380,93,1,-38,11.0
319,992,-199,2170,-140,-12530,94,1,-39,11.0
249,896,-105,2660,-8400,-4830,95,1,-33,11.0
288,842,-255,3570,-2380,4410,96,1,-34,11.0
379,1156,-88,7070,5530,-20440,97,1,-40,11.0
286,689,-62,1120,-15680,-42490,98,1,-37,13.0
367,917,-229,-14350,-1540,26530,99,1,-33,11.0
118,868,-207,-1540,-1330,-7840,100,1,-47,10.0
77,1041,-205,-6930,-5180,-3990,101,1,-42,11.0
190,930,-127,-1540,350,10850,102,1,-39,10.0
127,1063,-276,1190,-420,27650,103,1,-39,13.0
212,875,-99,6930,-3360,12460,104,1,-36,11.0
-59,1000,-291,-4830,-2520,38920,105,1,-39,11.0
89,998,-218,-2100,-2940,30730,106,1,-39,11.0
25,752,-240,-2660,1260,-20230,107,1,-44,11.0
-68,1012,-321,0,-9240,-910,108,1,-44,11.0
-45,852,-217,1680,4760,10430,109,1,-48,10.0
-78,895,-175,5390,3990,9520,110,1,-49,12.0
-150,1217,-263,4480,-4200,4200,111,1,-56,11.0
-82,713,-185,6020,-5670,5530,112,1,-47,11.0
-154,1063,-360,-2870,350,-31640,113,1,-46,11.0
-309,859,-155,-12950,45990,-10010,114,1,-61,9.0
-620,458,728,-42210,140,9310,115,1,-61,8.0
-596,-61,589,3920,5530,-28700,116,1,-57,11.0
-926,392,879,11900,-280,-55790,117,1,-55,3.0
-628,250,552,-210,-4270,-8680,118,1,-57,8.0
-586,332,645,30170,-5810,-32270,119,1,-61,6.0
-629,228,732,1470,-2940,1890,120,1,-56,9.0
-686,307,658,14140,280,-23450,121,1,-44,10.0
-701,221,682,5530,-6090,-13020,122,1,-54,10.0
-618,74,799,-2380,-5600,46340,123,1,-52,2.0
-504,238,855,24080,-6650,-30660,124,1,-63,2.0
-542,208,851,-7770,-210,17920,125,1,-53,5.0
-489,250,836,13790,-6930,-13160,126,1,-47,10.0
-714,437,616,22960,5040,140,127,1,-32,11.0
-916,456,29,-3150,-6440,-7910,128,1,-35,11.0
-830,517,118,1680,-1120,3920,130,1,-33,11.0
-863,463,-11,-2170,-1540,-630,131,1,-32,11.0
-869,472,31,700,-1470,-350,132,1,-35,10.0
-869,472,27,770,-1400,-490,133,1,-36,11.0
-869,472,28,700,-1400,-420,134,1,-27,11.0
-869,472,28,700,-1470,-490,135,1,-56,7.0
-869,469,27,770,-1470,-490,136,1,-34,11.0
-869,472,27,770,-1540,-490,137,1,-30,10.0
-869,473,29,700,-1470,-350,138,1,-30,10.0
-869,474,28,770,-1540,-420,139,1,-36,12.0
-868,475,28,700,-1400,-420,140,1,-31,12.0
-867,476,30,700,-1400,-420,141,1,-51,10.0
-867,476,29,700,-1470,-350,142,1,-37,10.0
-867,477,29,700,-1400,-350,143,1,-33,11.0
-864,482,31,770,-1400,140,144,1,-28,10.0
-865,479,30,770,-1400,-420,145,1,-33,11.0
-865,480,30,700,-1470,-490,146,1,-37,13.0
-862,474,72,700,-1470,-1960,147,1,-32,11.0
-937,127,17,2940,-2450,-179620,148,1,-31,11.0
218,-950,54,-70,-1260,7840,149,1,-43,10.0
966,-252,72,770,-1470,350,150,1,-32,12.0
998,-278,70,630,-1400,-1400,152,1,-34,11.0
966,-259,73,700,-1470,-420,153,1,-33,10.0
969,-261,61,770,-1470,-280,154,1,-38,12.0
969,-260,69,770,-1470,-280,155,1,-37,13.0
968,-258,68,700,-1470,-350,156,1,-36,12.0
967,-258,71,770,-1470,-630,8,1,-37,10.0
969,-258,73,630,-1400,-420,8,1,-36,11.0
968,-258,72,700,-1470,-490,11,1,-38,11.0
973,-261,68,700,-1470,-210,12,1,-35,11.0
969,-259,72,700,-1540,-350,13,1,-40,11.0
968,-259,71,630,-1470,-560,14,1,-38,10.0
967,-259,69,630,-1400,-140,15,1,-44,10.0
967,-260,74,700,-1400,-840,16,1,-32,11.0
968,-260,71,700,-1470,-490,17,1,-34,11.0
969,-259,71,770,-1470,-420,18,1,-38,10.0
985,-259,73,700,-1400,-2380,19,1,-32,11.0
967,-259,75,630,-1470,-350,20,1,-34,10.0
967,-260,72,770,-1400,-420,21,1,-33,10.0
970,-258,73,770,-1400,-1050,22,1,-36,12.0
969,-258,72,700,-1470,0,23,1,-34,11.0
968,-261,72,700,-1470,-560,24,1,-33,11.0
968,-261,73,700,-1400,-350,25,1,-32,11.0
967,-260,73,700,-1470,-490,26,1,-34,11.0
979,-272,124,840,-1470,700,27,1,-36,10.0
967,-262,72,700,-1470,-490,28,1,-33,11.0
966,-263,72,700,-1400,-280,29,1,-34,11.0
968,-263,71,700,-1470,-420,30,1,-34,10.0
977,-283,68,700,-1470,-980,31,1,-38,11.0
967,-262,75,700,-1400,-350,32,1,-32,12.0
966,-263,72,630,-1470,-280,34,1,-33,11.0
975,-270,104,700,-1260,-4340,35,1,-32,10.0
959,-258,69,770,-1400,-1610,36,1,-35,11.0
966,-265,72,700,-1470,-560,37,1,-32,11.0
969,-268,68,840,-1400,-630,38,1,-31,11.0
973,-261,73,770,-1260,630,39,1,-33,11.0
971,-271,73,490,-1470,2170,40,1,-31,11.0
967,-286,83,560,-1260,-2310,41,1,-36,12.0
964,-269,75,700,-1400,-420,42,1,-33,11.0
966,-269,66,770,-1400,-420,43,1,-34,11.0
970,-268,70,770,-1400,-560,44,1,-34,10.0
961,-276,77,630,-1540,2240,45,1,-37,11.0
963,-265,84,770,-1470,-560,46,1,-38,11.0
965,-267,74,770,-1400,-490,47,1,-39,12.0
966,-269,71,700,-1330,-490,48,1,-36,11.0
965,-269,65,700,-1470,-350,49,1,-54,8.0
964,-267,73,700,-1470,-420,50,1,-41,11.0
966,-270,71,770,-1400,-420,52,1,-47,10.0
964,-269,70,770,-1400,-420,54,1,-47,10.0
965,-268,71,700,-1540,-350,55,1,-37,11.0
966,-268,71,700,-1400,-280,56,1,-29,10.0
965,-268,73,700,-1470,-420,57,1,-36,11.0
966,-269,73,770,-1470,-490,58,1,-50,10.0
966,-270,70,770,-1400,-420,59,1,-51,10.0
965,-267,73,770,-1540,-490,60,1,-44,9.0
967,-269,74,700,-1470,-490,61,1,-50,9.0
966,-270,72,700,-1400,-490,8,1,-44,10.0
964,-269,72,700,-1400,-350,5,1,-35,11.0
